"publication_id","creator_id","posisjon","role"
1379,207,1,["redaktør"]
1380,834,1,["forfatter"]
1380,207,1,["redaktør"]
1381,835,1,["forfatter"]
1381,207,1,["redaktør"]
1382,207,1,["redaktør"]
1383,839,2,["redaktør"]
1383,838,1,["redaktør"]
1383,837,1,["forfatter"]
1384,839,1,["forfatter"]
1384,838,2,["forfatter"]
1385,79,1,["forfatter"]
1385,838,1,["redaktør"]
1385,839,2,["redaktør"]
1386,838,1,["redaktør"]
1386,839,2,["redaktør"]
1386,840,1,["forfatter"]
1387,839,2,["redaktør"]
1387,838,1,["redaktør"]
1387,740,1,["forfatter"]
1388,8,1,["forfatter"]
1388,838,1,["redaktør"]
1388,839,2,["redaktør"]
1389,839,2,["redaktør"]
1389,838,1,["redaktør"]
1389,5,1,["forfatter"]
1390,842,2,["forfatter"]
1390,839,2,["redaktør"]
1390,838,1,["redaktør"]
1390,83,1,["forfatter"]
1391,5,1,["forfatter"]
1391,838,1,["redaktør"]
1391,839,2,["redaktør"]
1392,265,1,["forfatter"]
1392,838,1,["redaktør"]
1392,839,2,["redaktør"]
1393,740,1,["forfatter"]
1393,838,1,["redaktør"]
1393,839,2,["redaktør"]
1394,843,1,["forfatter"]
1394,838,1,["redaktør"]
1394,839,2,["redaktør"]
1395,838,1,["redaktør"]
1395,839,2,["redaktør"]
1395,844,1,["forfatter"]
1396,839,2,["redaktør"]
1396,838,1,["redaktør"]
1396,119,1,["forfatter"]
1397,838,1,["redaktør"]
1397,839,2,["redaktør"]
1397,894,1,["forfatter"]
1398,357,1,["forfatter"]
1398,838,1,["redaktør"]
1398,839,2,["redaktør"]
1399,838,1,["redaktør"]
1399,839,2,["redaktør"]
1399,846,1,["forfatter"]
1400,838,1,["redaktør"]
1400,839,2,["redaktør"]
1400,847,1,["forfatter"]
1401,28,1,["forfatter"]
1401,838,1,["redaktør"]
1401,839,2,["redaktør"]
1402,727,1,["redaktør"]
1403,727,1,["redaktør"]
1404,848,1,["forfatter"]
1405,781,1,["forfatter"]
1406,727,1,["redaktør"]
1407,727,1,["redaktør"]
1408,727,1,["redaktør"]
1409,849,1,["forfatter"]
1410,850,1,["forfatter"]
1411,851,1,["forfatter"]
1412,727,1,["redaktør"]
1413,727,1,["forfatter"]
1413,727,1,["redaktør"]
1414,141,1,["forfatter"]
1415,141,1,["forfatter"]
1416,141,1,["forfatter"]
1417,141,1,["forfatter"]
1418,141,1,["forfatter"]
1419,79,1,["redaktør"]
1419,699,2,["redaktør"]
1420,699,2,["redaktør"]
1420,853,1,["forfatter"]
1421,699,2,["redaktør"]
1421,79,1,["redaktør"]
1422,852,1,["forfatter"]
1422,699,2,["redaktør"]
1422,79,1,["redaktør"]
1428,344,1,["forfatter"]
1427,448,1,["forfatter"]
1426,854,1,["forfatter"]
1429,855,1,["forfatter"]
1431,702,1,["forfatter"]
1430,856,1,["forfatter"]
1431,702,1,["redaktør"]
1432,702,1,["redaktør"]
1432,857,1,["forfatter"]
1421,423,1,["forfatter"]
1420,79,1,["redaktør"]
1433,857,1,["forfatter"]
1433,702,1,["redaktør"]
1434,858,1,["forfatter"]
1434,702,1,["redaktør"]
1435,859,1,["forfatter"]
1435,702,1,["redaktør"]
1436,348,1,["forfatter"]
1436,860,1,["redaktør"]
1437,862,1,["redaktør"]
1437,861,1,["forfatter"]
1438,863,1,["forfatter"]
1439,831,1,["forfatter"]
1440,864,1,["forfatter"]
1441,831,1,["forfatter"]
1442,865,1,["forfatter"]
1443,263,2,["redaktør"]
1443,92,3,["forfatter"]
1443,854,1,["forfatter"]
1444,866,1,["forfatter"]
1444,236,1,["redaktør"]
1445,703,1,["forfatter"]
1446,867,1,["forfatter"]
1446,868,2,["forfatter"]
1446,869,3,["forfatter"]
1446,870,4,["forfatter"]
1446,871,5,["forfatter"]
1447,747,1,["forfatter"]
1448,1,1,["forfatter"]
1448,872,2,["forfatter"]
1448,7,3,["forfatter"]
1448,873,4,["forfatter"]
1449,5,1,["forfatter"]
1449,5,1,["redaktør"]
1450,874,1,["forfatter"]
1452,244,1,["redaktør"]
1452,875,1,["forfatter"]
1453,244,1,["redaktør"]
1453,877,1,["forfatter"]
1453,245,2,["redaktør"]
1454,879,1,["forfatter"]
1455,20,2,["forfatter"]
1455,880,1,["forfatter"]
1456,8,1,["forfatter"]
1457,106,1,["forfatter"]
1458,881,2,["redaktør"]
1458,507,1,["redaktør"]
1459,19,1,["forfatter"]
1460,19,1,["forfatter"]
1461,11,1,["forfatter"]
1462,19,1,["forfatter"]
1463,687,1,["forfatter"]
1464,686,1,["forfatter"]
1465,262,1,["forfatter"]
1466,8,1,["forfatter"]
1458,507,1,["forfatter"]
1467,788,1,["forfatter"]
1468,883,2,["forfatter"]
1468,882,1,["forfatter"]
1469,890,2,["redaktør"]
1470,76,1,["forfatter"]
1471,884,1,["forfatter"]
1472,89,1,["forfatter"]
1473,77,1,["redaktør"]
1474,260,1,["forfatter"]
1475,886,2,["redaktør"]
1475,107,1,["redaktør"]
1476,107,1,["forfatter"]
1477,886,2,["redaktør"]
1477,107,1,["redaktør"]
1477,55,1,["forfatter"]
1478,886,2,["redaktør"]
1478,107,1,["redaktør"]
1478,887,1,["forfatter"]
1484,207,1,["redaktør"]
1484,836,2,["forfatter"]
1484,521,1,["forfatter"]
1480,886,2,["redaktør"]
1480,107,1,["redaktør"]
1480,227,1,["forfatter"]
1481,886,2,["redaktør"]
1481,107,1,["redaktør"]
1481,889,1,["forfatter"]
1482,698,1,["forfatter"]
1483,207,1,["forfatter"]
1483,890,2,["forfatter"]
1474,77,1,["redaktør"]
1474,891,2,["redaktør"]
1474,542,3,["redaktør"]
1473,542,3,["redaktør"]
1473,885,1,["forfatter"]
1473,891,2,["redaktør"]
1470,207,1,["redaktør"]
1470,890,2,["redaktør"]
1469,207,1,["redaktør"]
1469,31,1,["forfatter"]
1468,207,1,["redaktør"]
1468,890,2,["redaktør"]
1466,20,1,["redaktør"]
1466,21,2,["redaktør"]
1465,21,2,["redaktør"]
1465,20,1,["redaktør"]
1464,20,1,["redaktør"]
1464,21,2,["redaktør"]
1463,20,1,["redaktør"]
1463,21,2,["redaktør"]
1462,20,1,["redaktør"]
1462,21,2,["redaktør"]
1461,11,1,["redaktør"]
1461,486,2,["redaktør"]
1456,685,1,["redaktør"]
1456,8,2,["redaktør"]
1456,684,3,["redaktør"]
1455,685,1,["redaktør"]
1455,8,2,["redaktør"]
1455,684,3,["redaktør"]
1454,685,1,["redaktør"]
1454,8,2,["redaktør"]
1454,684,3,["redaktør"]
1450,245,1,["redaktør"]
1442,831,1,["redaktør"]
1441,831,1,["redaktør"]
1440,831,1,["redaktør"]
1426,540,1,["redaktør"]
1426,92,2,["redaktør"]
1417,141,1,["redaktør"]
1416,141,1,["redaktør"]
1415,141,1,["redaktør"]
1412,377,1,["forfatter"]
1411,727,1,["redaktør"]
1410,727,1,["redaktør"]
1409,727,1,["redaktør"]
1408,195,1,["forfatter"]
1407,506,1,["forfatter"]
1406,260,1,["forfatter"]
1405,727,1,["redaktør"]
1404,727,1,["redaktør"]
1403,398,1,["forfatter"]
1357,821,1,["redaktør"]
1356,821,1,["redaktør"]
1355,821,1,["redaktør"]
1354,821,1,["redaktør"]
1352,22,1,["redaktør"]
1141,892,1,["redaktør"]
1141,893,2,["redaktør"]
1443,263,2,["forfatter"]
1443,854,1,["redaktør"]
1443,92,3,["redaktør"]
1418,141,1,["redaktør"]
1195,728,1,["forfatter"]
1485,727,1,["forfatter"]
1486,727,1,["forfatter"]
1487,225,1,["forfatter"]
1488,28,1,["forfatter"]
1489,895,1,["forfatter"]
1490,79,1,["forfatter"]
1491,896,1,["forfatter"]
1493,899,3,["redaktør"]
1493,898,2,["redaktør"]
1493,897,1,["redaktør"]
1493,89,1,["forfatter"]
1494,900,1,["forfatter"]
1495,901,1,["forfatter"]
1496,902,1,["forfatter"]
1497,903,1,["forfatter"]
1498,904,1,["forfatter"]
1499,905,1,["forfatter"]
1500,26,1,["forfatter"]
1501,262,2,["forfatter"]
1501,20,1,["forfatter"]
1502,28,1,["forfatter"]
1504,907,1,["forfatter"]
1505,19,1,["forfatter"]
1506,909,1,["forfatter"]
1507,121,1,["forfatter"]
1508,314,1,["forfatter"]
1509,910,1,["forfatter"]
1509,911,2,["forfatter"]
1510,325,1,["forfatter"]
1511,912,1,["forfatter"]
1511,913,2,["forfatter"]
1511,914,3,["forfatter"]
1512,915,1,["forfatter"]
1513,916,1,["forfatter"]
1514,917,1,["forfatter"]
1515,918,1,["forfatter"]
1516,142,1,["forfatter"]
1516,919,2,["forfatter"]
1517,28,1,["forfatter"]
1517,824,1,["redaktør"]
1518,824,1,["redaktør"]
1518,8,1,["forfatter"]
1519,79,1,["forfatter"]
1519,842,1,["redaktør"]
1519,920,2,["redaktør"]
1520,884,1,["forfatter"]
1520,842,1,["redaktør"]
1520,920,2,["redaktør"]
1521,920,2,["redaktør"]
1521,842,1,["redaktør"]
1521,357,1,["forfatter"]
1522,28,1,["forfatter"]
1522,842,1,["redaktør"]
1522,920,2,["redaktør"]
1523,921,1,["forfatter"]
1523,920,2,["redaktør"]
1523,842,1,["redaktør"]
1524,137,1,["forfatter"]
1524,215,1,["redaktør"]
1524,922,2,["redaktør"]
1525,924,1,["forfatter"]
1525,215,1,["redaktør"]
1525,922,2,["redaktør"]
1526,215,1,["forfatter"]
1526,215,1,["redaktør"]
1526,922,2,["redaktør"]
1527,925,1,["forfatter"]
1527,215,1,["redaktør"]
1527,922,2,["redaktør"]
1528,106,1,["forfatter"]
1528,215,1,["redaktør"]
1528,922,2,["redaktør"]
1529,926,1,["forfatter"]
1529,215,1,["redaktør"]
1529,922,2,["redaktør"]
1530,927,1,["forfatter"]
1530,215,1,["redaktør"]
1530,922,2,["redaktør"]
1531,5,1,["forfatter"]
1531,215,1,["redaktør"]
1531,922,2,["redaktør"]
1532,928,1,["forfatter"]
1532,215,1,["redaktør"]
1532,922,2,["redaktør"]
1533,822,1,["forfatter"]
1533,215,1,["redaktør"]
1533,922,2,["redaktør"]
1534,929,1,["forfatter"]
1535,930,1,["forfatter"]
1536,931,1,["forfatter"]
1537,753,1,["forfatter"]
1538,932,1,["forfatter"]
1539,727,1,["forfatter"]
1540,933,1,["forfatter"]
1541,64,1,["forfatter"]
1542,481,1,["forfatter"]
1543,934,1,["forfatter"]
1544,935,1,["forfatter"]
1545,936,1,["forfatter"]
1546,937,1,["forfatter"]
1547,938,1,["forfatter"]
1548,882,1,["forfatter"]
1548,89,2,["forfatter"]
1549,939,1,["forfatter"]
1549,704,2,["forfatter"]
1549,940,3,["forfatter"]
1550,186,1,["forfatter"]
1551,186,1,["forfatter"]
1552,941,1,["forfatter"]
1553,28,1,["forfatter"]
1554,21,2,["redaktør"]
1554,20,1,["redaktør"]
1554,21,1,["forfatter"]
1557,943,1,["forfatter"]
1559,944,1,["forfatter"]
1555,942,1,["forfatter"]
1561,945,1,["forfatter"]
1562,946,1,["forfatter"]
1563,947,1,["forfatter"]
1564,948,1,["forfatter"]
1565,949,1,["forfatter"]
1566,752,1,["forfatter"]
1567,950,1,["forfatter"]
1568,951,1,["forfatter"]
1569,952,1,["forfatter"]
1570,953,1,["forfatter"]
1571,186,1,["forfatter"]
1572,954,1,["forfatter"]
1573,955,1,["forfatter"]
1576,956,2,["forfatter"]
1575,5,1,["forfatter"]
1576,227,1,["forfatter"]
1577,957,1,["forfatter"]
1578,28,1,["redaktør"]
1578,954,2,["redaktør"]
1648,272,1,["forfatter"]
1587,959,1,["forfatter"]
1586,71,1,["forfatter"]
1580,954,1,["forfatter"]
1588,960,1,["forfatter"]
1589,961,1,["forfatter"]
1598,970,1,["forfatter"]
1597,969,1,["forfatter"]
1590,97,1,["forfatter"]
1592,965,2,["forfatter"]
1592,79,1,["forfatter"]
1591,964,1,["forfatter"]
1593,204,1,["forfatter"]
1594,966,1,["forfatter"]
1595,967,1,["forfatter"]
1596,968,1,["forfatter"]
1599,971,1,["forfatter"]
1600,972,1,["forfatter"]
1601,973,1,["forfatter"]
1602,20,4,["forfatter"]
1602,262,3,["forfatter"]
1602,684,2,["forfatter"]
1602,8,1,["forfatter"]
1603,974,1,["forfatter"]
1620,999,3,["redaktør"]
1605,975,1,["forfatter"]
1605,976,1,["redaktør"]
1605,977,2,["redaktør"]
1606,978,1,["forfatter"]
1607,981,2,["redaktør"]
1607,980,1,["redaktør"]
1607,979,1,["forfatter"]
1608,983,1,["redaktør"]
1608,982,1,["forfatter"]
1609,986,2,["redaktør"]
1609,985,1,["redaktør"]
1609,984,1,["forfatter"]
1610,987,1,["forfatter"]
1611,988,1,["forfatter"]
1620,998,2,["redaktør"]
1620,997,1,["redaktør"]
1613,991,1,["forfatter"]
1620,55,1,["forfatter"]
1615,992,1,["forfatter"]
1616,993,1,["forfatter"]
1617,994,1,["forfatter"]
1618,995,1,["forfatter"]
1619,734,1,["forfatter"]
1621,699,1,["forfatter"]
1622,29,1,["forfatter"]
1623,227,1,["forfatter"]
1624,204,1,["forfatter"]
1625,1000,1,["forfatter"]
1626,1001,1,["forfatter"]
1627,1002,1,["forfatter"]
1628,19,1,["forfatter"]
1629,21,2,["forfatter"]
1629,1003,1,["forfatter"]
1630,1004,1,["forfatter"]
1630,1005,2,["forfatter"]
1631,1006,1,["forfatter"]
1632,79,1,["forfatter"]
1633,20,1,["forfatter"]
1633,1007,2,["forfatter"]
1634,195,1,["forfatter"]
1637,1009,1,["redaktør"]
1637,1008,1,["forfatter"]
1638,906,1,["forfatter"]
1639,1010,1,["forfatter"]
1640,1011,1,["forfatter"]
1641,1013,2,["forfatter"]
1641,1012,1,["forfatter"]
1642,272,1,["forfatter"]
1643,1014,1,["forfatter"]
1644,1015,1,["forfatter"]
1644,777,2,["forfatter"]
1645,1016,1,["forfatter"]
1646,1017,1,["forfatter"]
1647,782,1,["forfatter"]
1648,1018,2,["forfatter"]
1648,737,3,["forfatter"]
1648,1019,4,["forfatter"]
1649,1021,1,["forfatter"]
1650,1013,1,["forfatter"]
1651,1010,1,["forfatter"]
1651,1022,2,["forfatter"]
1651,1023,3,["forfatter"]
1652,1024,1,["forfatter"]
1653,1014,2,["forfatter"]
1653,777,1,["forfatter"]
1653,28,3,["forfatter"]
1654,1025,1,["forfatter"]
1655,1026,1,["forfatter"]
1656,1027,1,["forfatter"]
1657,1019,1,["forfatter"]
1658,727,1,["forfatter"]
1659,1028,1,["forfatter"]
1660,1030,2,["forfatter"]
1660,1029,1,["forfatter"]
1661,1033,3,["forfatter"]
1661,1032,2,["forfatter"]
1661,1031,1,["forfatter"]
1662,1034,1,["forfatter"]
1663,1035,2,["forfatter"]
1663,1031,1,["forfatter"]
1664,1038,4,["forfatter"]
1664,1036,1,["forfatter"]
1664,1036,1,["redaktør"]
1664,1039,5,["forfatter"]
1664,1040,6,["forfatter"]
1664,1048,17,["forfatter"]
1664,1041,7,["forfatter"]
1664,1042,8,["forfatter"]
1664,1043,9,["forfatter"]
1664,207,2,["forfatter"]
1664,227,10,["forfatter"]
1664,1044,11,["forfatter"]
1664,430,15,["forfatter"]
1664,1045,12,["forfatter"]
1664,1037,3,["forfatter"]
1664,28,13,["forfatter"]
1664,1049,18,["forfatter"]
1664,1046,14,["forfatter"]
1664,1047,16,["forfatter"]
1665,1019,1,["forfatter"]
1666,1050,1,["forfatter"]
1667,1052,2,["forfatter"]
1667,1051,1,["forfatter"]
1668,262,2,["redaktør"]
1668,964,1,["redaktør"]
1668,788,11,["forfatter"]
1668,1058,10,["forfatter"]
1668,978,9,["forfatter"]
1668,1057,8,["forfatter"]
1668,932,7,["forfatter"]
1668,1056,6,["forfatter"]
1668,1055,5,["forfatter"]
1668,28,4,["forfatter"]
1668,1054,3,["forfatter"]
1668,262,2,["forfatter"]
1668,964,1,["forfatter"]
1669,1059,1,["forfatter"]
1670,1063,1,["forfatter"]
1670,1061,2,["forfatter"]
1670,1062,3,["forfatter"]
1670,1064,4,["forfatter"]
1671,1032,1,["forfatter"]
1672,984,1,["forfatter"]
1673,1065,1,["forfatter"]
1674,921,1,["forfatter"]
1674,28,2,["forfatter"]
1675,1037,2,["forfatter"]
1675,430,1,["forfatter"]
1676,1066,1,["forfatter"]
1677,37,1,["forfatter"]
